Department,ProductGroup,Price,Type
mens,apparel,175,SWEATER
mens,apparel,350,OUTERWEAR
mens,apparel,350,OUTERWEAR
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,41.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,63.2,SWEATER
mens,apparel,47.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,135,SUIT
womens,apparel,98.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,99.03,PANTS
womens,apparel,189,PANTS
womens,apparel,176,PANTS
mens,apparel,89.5,SHIRT
womens,apparel,178,DRESS
womens,apparel,268,DRESS
womens,apparel,51.2,DRESS
womens,apparel,46,SHIRT
mens,apparel,74.25,PANTS
mens,apparel,79.95,PANTS
womens,apparel,149,SWEATER
womens,apparel,109,SWEATER
womens,apparel,545,DRESS
womens,apparel,350.97,DRESS
womens,apparel,78,DRESS
womens,apparel,61,SWEATER
womens,apparel,48.43,DRESS
womens,apparel,70.66,SHIRT
womens,apparel,178,SHIRT
womens,apparel,178,SHIRT
womens,apparel,298,BLAZER
womens,apparel,98,SHIRT
womens,apparel,198,SKIRT
womens,apparel,48,SHIRT
womens,apparel,71.2,SHIRT
womens,apparel,96.92,SHIRT
womens,apparel,124.71,SHIRT
womens,apparel,53.48,SKIRT
womens,apparel,158,SKIRT
womens,apparel,99.99,SWEATER
womens,apparel,43.21,SWIMWEAR
mens,apparel,174.92,BLAZER
mens,apparel,34.99,SHIRT
womens,apparel,68,DRESS
womens,apparel,179,PANTS
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
womens,apparel,39.28,OUTERWEAR
womens,apparel,59.99,OUTERWEAR
womens,apparel,129.99,DRESS
womens,apparel,190,PANTS
womens,apparel,78.83,PANTS
womens,apparel,268,SHIRT
womens,apparel,265,SHIRT
womens,apparel,39.99,PANTS
womens,apparel,39.99,PANTS
womens,apparel,60.74,DRESS
mens,apparel,98,PANTS
mens,apparel,108.78,PANTS
womens,apparel,69,PANTS
womens,apparel,69,PANTS
mens,apparel,48.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,48.99,OUTERWEAR
womens,apparel,42.99,DRESS
womens,apparel,49.49,BLAZER
womens,apparel,38.99,DRESS
womens,apparel,39.99,DRESS
womens,apparel,41.36,SHIRT
womens,apparel,31.3,DRESS
womens,apparel,32.2,DRESS
womens,apparel,46.56,PANTS
womens,apparel,46.56,PANTS
womens,apparel,98.37,SWIMWEAR
mens,apparel,168,PANTS
womens,apparel,43.99,DRESS
mens,apparel,150,PANTS
mens,apparel,250,OUTERWEAR
mens,apparel,140,SWEATER
mens,apparel,140,SHIRT
mens,apparel,120,SWEATER
mens,apparel,110,SWEATER
mens,apparel,50,SHIRT
mens,apparel,50,SHIRT
mens,apparel,55,SHIRT
mens,apparel,50,SHIRT
mens,apparel,50,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,230,PANTS
womens,apparel,69.99,DRESS
womens,apparel,49,PANTS
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
womens,apparel,228,DRESS
womens,apparel,70.66,DRESS
mens,apparel,42.99,OUTERWEAR
mens,apparel,42.99,OUTERWEAR
mens,apparel,59.99,OUTERWEAR
womens,apparel,55,SHIRT
womens,apparel,160,PANTS
mens,apparel,350,SUIT
womens,apparel,100.29,DRESS
womens,apparel,84.99,DRESS
womens,apparel,148,DRESS
womens,apparel,138,DRESS
womens,apparel,64.14,DRESS
womens,apparel,60.56,DRESS
womens,apparel,124.99,DRESS
mens,apparel,40.36,PANTS
womens,apparel,168,DRESS
womens,apparel,168,DRESS
mens,apparel,165,PANTS
womens,apparel,39.91,DRESS
womens,apparel,31.98,DRESS
womens,apparel,17.6,SHIRT
womens,apparel,224,PANTS
mens,apparel,215,PANTS
womens,apparel,60,SHIRT
womens,apparel,216,DRESS
womens,apparel,79.95,DRESS
womens,apparel,128,DRESS
womens,apparel,38.99,DRESS
womens,apparel,62,SHIRT
womens,apparel,150,PANTS
womens,apparel,60,SHIRT
womens,apparel,38.4,DRESS
womens,apparel,27.14,SHIRT
womens,apparel,150,PANTS
womens,apparel,172,PANTS
womens,apparel,172,PANTS
womens,apparel,176,PANTS
womens,apparel,176,PANTS
mens,apparel,85,SHORTS
womens,apparel,90.86,SHORTS
womens,apparel,148.5,PANTS
womens,apparel,137.32,PANTS
womens,apparel,99,PANTS
womens,apparel,61.56,DRESS
womens,apparel,29,SHIRT
womens,apparel,39,SHIRT
womens,apparel,39,SHIRT
womens,apparel,39,SHIRT
mens,apparel,97.5,SHIRT
womens,apparel,139,PANTS
womens,apparel,168,PANTS
womens,apparel,168,PANTS
womens,apparel,101.06,PANTS
mens,apparel,39.99,PANTS
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,97.1,PANTS
mens,apparel,44.51,PANTS
mens,apparel,46.98,PANTS
mens,apparel,369.5,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
mens,apparel,20.85,SHIRT
womens,apparel,58,SHIRT
womens,apparel,58,SHIRT
womens,apparel,35.99,SHIRT
womens,apparel,158,PANTS
womens,apparel,39.77,DRESS
womens,apparel,39.77,DRESS
womens,apparel,87.6,OUTERWEAR
womens,apparel,61.21,OUTERWEAR
womens,apparel,93.38,OUTERWEAR
womens,apparel,68,PANTS
womens,apparel,78,SHIRT
womens,apparel,31.47,DRESS
womens,apparel,168,DRESS
womens,apparel,118,PANTS
womens,apparel,101.03,PANTS
womens,apparel,165,PANTS
womens,apparel,165,PANTS
womens,apparel,46,SWEATER
mens,apparel,52,SWEATER
mens,apparel,225,PANTS
mens,apparel,95,SHIRT
mens,apparel,95,SHIRT
mens,apparel,225,PANTS
mens,apparel,225,PANTS
mens,apparel,225,PANTS
womens,apparel,138,PANTS
womens,apparel,89,PANTS
mens,apparel,82.49,OUTERWEAR
mens,apparel,39.19,PANTS
mens,apparel,69.5,PANTS
mens,apparel,41.24,PANTS
womens,apparel,75,PANTS
womens,apparel,57.55,PANTS
womens,apparel,158,PANTS
womens,apparel,141.6,SWIMWEAR
womens,apparel,119.56,OUTERWEAR
womens,apparel,109.56,OUTERWEAR
womens,apparel,26.41,DRESS
womens,apparel,268,SHIRT
womens,apparel,268,SHIRT
womens,apparel,275.98,DRESS
mens,apparel,39,SHORTS
mens,apparel,39,SHORTS
mens,apparel,53.4,PANTS
mens,apparel,80,SHORTS
womens,apparel,139,SHORTS
womens,apparel,26.09,SHIRT
womens,apparel,26.09,SHIRT
mens,apparel,95,SHIRT
mens,apparel,215,PANTS
mens,apparel,199.38,PANTS
mens,apparel,47.4,SHIRT
mens,apparel,169.17,PANTS
mens,apparel,135,OUTERWEAR
mens,apparel,41.4,SHIRT
mens,apparel,41.4,SHIRT
mens,apparel,178,PANTS
womens,apparel,83,PANTS
mens,apparel,225,PANTS
mens,apparel,113.4,SHIRT
mens,apparel,96.76,SHIRT
womens,apparel,49,SHIRT
mens,apparel,150,PANTS
mens,apparel,150,PANTS
mens,apparel,131.14,PANTS
mens,apparel,180,PANTS
mens,apparel,155,PANTS
mens,apparel,155,PANTS
mens,apparel,165,PANTS
mens,apparel,190,PANTS
mens,apparel,140,PANTS
mens,apparel,190,PANTS
mens,apparel,140,PANTS
mens,apparel,158,PANTS
mens,apparel,170,PANTS
mens,apparel,115,SHIRT
mens,apparel,198,OUTERWEAR
mens,apparel,89.99,PANTS
mens,apparel,21.5,SHIRT
mens,apparel,37.05,SHIRT
womens,apparel,55,SHIRT
womens,apparel,68,SHIRT
womens,apparel,53.99,SHIRT
womens,apparel,67.99,DRESS
womens,apparel,54.9,PANTS
mens,apparel,86.34,PANTS
mens,apparel,66.07,PANTS
mens,apparel,71.58,PANTS
mens,apparel,101.03,PANTS
mens,apparel,115,SHIRT
mens,apparel,89,PANTS
mens,apparel,99,PANTS
mens,apparel,99,PANTS
mens,apparel,79,SHORTS
mens,apparel,37.1,SHORTS
mens,apparel,79,SHORTS
mens,apparel,69,SHORTS
mens,apparel,69,SHIRT
mens,apparel,32,SHORTS
mens,apparel,35,SHIRT
womens,apparel,188,DRESS
womens,apparel,168,SHIRT
mens,apparel,185.84,PANTS
mens,apparel,91.21,SHORTS
mens,apparel,152.16,PANTS
mens,apparel,110.47,SHORTS
mens,apparel,113.32,PANTS
mens,apparel,44,SHIRT
womens,apparel,191.99,DRESS
womens,apparel,66.99,OUTERWEAR
womens,apparel,64.99,OUTERWEAR
womens,apparel,127.22,PANTS
womens,apparel,308,DRESS
womens,apparel,57.62,DRESS
womens,apparel,57.62,DRESS
womens,apparel,59.6,DRESS
mens,apparel,49,SHIRT
mens,apparel,40.98,SHIRT
womens,apparel,188.99,PANTS
mens,apparel,190,PANTS
mens,apparel,210,PANTS
mens,apparel,150.44,PANTS
womens,apparel,198,PANTS
womens,apparel,176,DRESS
womens,apparel,280,DRESS
womens,apparel,152,SHIRT
womens,apparel,212,DRESS
mens,apparel,198,PANTS
mens,apparel,25,PANTS
womens,apparel,89,DRESS
womens,apparel,43.99,DRESS
womens,apparel,101.97,SHORTS
womens,apparel,49.5,PANTS
womens,apparel,178,PANTS
womens,apparel,89,DRESS
womens,apparel,36.09,SHIRT
womens,apparel,98,PANTS
womens,apparel,124.99,DRESS
mens,apparel,149.99,BLAZER
mens,apparel,149.99,BLAZER
womens,apparel,110,SWEATER
womens,apparel,94.5,PANTS
womens,apparel,189,PANTS
mens,apparel,96,OUTERWEAR
mens,apparel,96,OUTERWEAR
mens,apparel,96,OUTERWEAR
womens,apparel,41.09,SHIRT
mens,apparel,36.95,SUIT
mens,apparel,36.95,SUIT
mens,apparel,36.95,SUIT
mens,apparel,49.95,PANTS
mens,apparel,96,OUTERWEAR
womens,apparel,96,OUTERWEAR
womens,apparel,96,OUTERWEAR
womens,apparel,96,OUTERWEAR
mens,apparel,36,SHIRT
mens,apparel,36,SHIRT
womens,apparel,41.08,SWEATER
womens,apparel,41.4,DRESS
mens,apparel,53.99,OUTERWEAR
mens,apparel,348.59,OUTERWEAR
mens,apparel,55,SHIRT
mens,apparel,101.45,SHIRT
mens,apparel,182.39,PANTS
mens,apparel,248,PANTS
mens,apparel,198,PANTS
womens,apparel,25.26,SHIRT
mens,apparel,62.92,SHORTS
mens,apparel,79,SHORTS
mens,apparel,129,PANTS
mens,apparel,116.37,PANTS
mens,apparel,159,PANTS
mens,apparel,29.95,SHIRT
mens,apparel,134.99,SHIRT
mens,apparel,100,OUTERWEAR
mens,apparel,195.63,OUTERWEAR
womens,apparel,65.53,DRESS
mens,apparel,40.3,SHIRT
mens,apparel,119,PANTS
mens,apparel,129,PANTS
mens,apparel,44,SHIRT
mens,apparel,99,PANTS
mens,apparel,109,PANTS
mens,apparel,139,OUTERWEAR
mens,apparel,41.97,SHIRT
mens,apparel,157.14,PANTS
mens,apparel,93.45,PANTS
mens,apparel,89,SHORTS
mens,apparel,42.12,SWIMWEAR
mens,apparel,69.5,PANTS
mens,apparel,29.99,PANTS
mens,apparel,69.5,PANTS
mens,apparel,119.35,PANTS
womens,apparel,66,SHIRT
mens,apparel,182,OUTERWEAR
womens,apparel,62.99,OUTERWEAR
mens,apparel,33.99,PANTS
mens,apparel,31.99,SWEATER
womens,apparel,54.99,BLAZER
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,95,SHIRT
womens,apparel,328,BLAZER
womens,apparel,368,DRESS
womens,apparel,36.99,SWIMWEAR
womens,apparel,23.7,SHORTS
womens,apparel,39.99,SHORTS
womens,apparel,60.56,PANTS
womens,apparel,59.99,PANTS
womens,apparel,129,PANTS
mens,apparel,41.4,SHIRT
mens,apparel,58.8,SHIRT
mens,apparel,53.4,SWEATER
womens,apparel,56.06,SHIRT
womens,apparel,77.88,DRESS
mens,apparel,169,OUTERWEAR
womens,apparel,517.04,OUTERWEAR
womens,apparel,108,SKIRT
womens,apparel,64,SHIRT
mens,apparel,85.81,SHIRT
mens,apparel,35.97,SHIRT
mens,apparel,35.95,SHIRT
mens,apparel,35.97,SHIRT
mens,apparel,36.61,SHIRT
mens,apparel,49.02,SHIRT
mens,apparel,50.92,SHIRT
womens,apparel,41.25,OUTERWEAR
womens,apparel,32.99,PANTS
womens,apparel,32.99,SHIRT
womens,apparel,150,PANTS
womens,apparel,47.2,PANTS
mens,apparel,45.4,SHIRT
mens,apparel,55,SHIRT
womens,apparel,228,PANTS
womens,apparel,103,PANTS
womens,apparel,168,PANTS
womens,apparel,99.5,PANTS
mens,apparel,376.99,OUTERWEAR
mens,apparel,110,SHIRT
mens,apparel,150,SHIRT
mens,apparel,70,SHIRT
mens,apparel,140,SWEATER
mens,apparel,130,PANTS
mens,apparel,120,SWEATER
mens,apparel,120,SWEATER
mens,apparel,50,SHIRT
mens,apparel,170,SWEATER
mens,apparel,170,SWEATER
mens,apparel,200,SHIRT
mens,apparel,250,PANTS
womens,apparel,86.08,PANTS
womens,apparel,68.28,PANTS
womens,apparel,298,PANTS
mens,apparel,26.6,SHIRT
mens,apparel,30.79,OUTERWEAR
mens,apparel,47.99,SHORTS
womens,apparel,28.76,OUTERWEAR
mens,apparel,41.99,SHIRT
mens,apparel,29.99,SHORTS
womens,apparel,176,PANTS
mens,apparel,49.99,PANTS
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
womens,apparel,70.56,DRESS
womens,apparel,98.37,SWIMWEAR
mens,apparel,69.5,SWEATER
mens,apparel,69.5,SWEATER
mens,apparel,79.5,SHIRT
womens,apparel,63.2,DRESS
womens,apparel,108,OUTERWEAR
womens,apparel,60.56,SWIMWEAR
mens,apparel,37.49,SHIRT
womens,apparel,59,PANTS
womens,apparel,69,PANTS
womens,apparel,79,PANTS
womens,apparel,634,OUTERWEAR
womens,apparel,119.99,DRESS
womens,apparel,75,PANTS
womens,apparel,67.99,SWEATER
womens,apparel,29.39,SHIRT
womens,apparel,29.39,SHIRT
mens,apparel,54,SWEATER
womens,apparel,48,SWEATER
womens,apparel,39.99,DRESS
mens,apparel,98,SHIRT
mens,apparel,128,SHIRT
mens,apparel,498,BLAZER
mens,apparel,198,SUIT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,69.5,SHIRT
mens,apparel,598,BLAZER
womens,apparel,348,PANTS
womens,apparel,47.99,DRESS
womens,apparel,118,PANTS
womens,apparel,127.5,DRESS
mens,apparel,99,PANTS
womens,apparel,99,PANTS
womens,apparel,172,PANTS
womens,apparel,168,PANTS
womens,apparel,345,OUTERWEAR
womens,apparel,45.1,PANTS
mens,apparel,215,PANTS
mens,apparel,188,PANTS
mens,apparel,177.88,PANTS
mens,apparel,179.06,PANTS
mens,apparel,46.99,PANTS
mens,apparel,55.44,PANTS
womens,apparel,98,PANTS
mens,apparel,137.79,PANTS
mens,apparel,110,PANTS
mens,apparel,215,PANTS
mens,apparel,134.25,PANTS
mens,apparel,134.25,PANTS
mens,apparel,165,PANTS
mens,apparel,165,PANTS
mens,apparel,38.4,SWEATER
mens,apparel,88,SHIRT
mens,apparel,88,SHIRT
mens,apparel,60.39,SHIRT
mens,apparel,84.6,SHIRT
mens,apparel,89.87,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,54.27,SHIRT
mens,apparel,55,SHIRT
mens,apparel,49.2,SHIRT
mens,apparel,43.26,SHIRT
mens,apparel,30.05,SHIRT
mens,apparel,95,SHIRT
mens,apparel,220,OUTERWEAR
mens,apparel,190,SWEATER
mens,apparel,124.01,PANTS
mens,apparel,163.29,PANTS
mens,apparel,250,SUIT
mens,apparel,130,PANTS
mens,apparel,130,PANTS
mens,apparel,50,SHIRT
mens,apparel,42.75,SHIRT
womens,apparel,47.29,PANTS
mens,apparel,195,PANTS
womens,apparel,38.44,PANTS
womens,apparel,30.78,OUTERWEAR
womens,apparel,34.66,PANTS
womens,apparel,39.99,SHIRT
womens,apparel,118,DRESS
womens,apparel,33.99,DRESS
womens,apparel,101.03,PANTS
mens,apparel,139.97,OUTERWEAR
mens,apparel,198,PANTS
mens,apparel,198,PANTS
mens,apparel,208,PANTS
mens,apparel,159.59,PANTS
womens,apparel,79.99,DRESS
womens,apparel,117.39,PANTS
womens,apparel,119.43,PANTS
mens,apparel,140,OUTERWEAR
womens,apparel,55,SHIRT
womens,apparel,88,SHIRT
womens,apparel,53,SHIRT
womens,apparel,75,SHIRT
womens,apparel,75,SHIRT
mens,apparel,199.99,BLAZER
mens,apparel,199.99,BLAZER
mens,apparel,179.99,BLAZER
mens,apparel,179.99,BLAZER
mens,apparel,199.99,BLAZER
womens,apparel,39.99,DRESS
womens,apparel,39.99,DRESS
mens,apparel,68.75,SWEATER
mens,apparel,298,OUTERWEAR
mens,apparel,36.82,SWIMWEAR
mens,apparel,29.37,SWIMWEAR
womens,apparel,52.99,OUTERWEAR
womens,apparel,148,SHIRT
womens,apparel,59.99,DRESS
womens,apparel,68,SHIRT
womens,apparel,326.25,BLAZER
womens,apparel,326.25,BLAZER
womens,apparel,326.25,BLAZER
womens,apparel,31.3,SHIRT
mens,apparel,37.12,SHORTS
womens,apparel,168,DRESS
womens,apparel,39.99,DRESS
mens,apparel,116.9,PANTS
womens,apparel,179,PANTS
womens,apparel,102.63,DRESS
mens,apparel,122.59,PANTS
womens,apparel,79.21,SHIRT
womens,apparel,179.74,OUTERWEAR
mens,apparel,103.51,PANTS
womens,apparel,222.91,SHIRT
mens,apparel,35.63,SHIRT
womens,apparel,322.3,DRESS
womens,apparel,235,SHIRT
womens,apparel,114.09,SHIRT
womens,apparel,295,PANTS
womens,apparel,173.17,DRESS
womens,apparel,169,PANTS
womens,apparel,179,PANTS
womens,apparel,154.77,SHIRT
womens,apparel,209,PANTS
womens,apparel,202,DRESS
womens,apparel,202,DRESS
womens,apparel,289,PANTS
womens,apparel,73.63,SWEATER
womens,apparel,110.75,PANTS
womens,apparel,199,PANTS
womens,apparel,107.16,SHIRT
womens,apparel,73.15,PANTS
womens,apparel,45.48,SWIMWEAR
womens,apparel,52.09,SWIMWEAR
womens,apparel,47.69,SWIMWEAR
womens,apparel,55.59,SWIMWEAR
womens,apparel,86.34,SWIMWEAR
womens,apparel,275,DRESS
womens,apparel,85.08,SWIMWEAR
womens,apparel,34.77,SWEATER
mens,apparel,119,PANTS
mens,apparel,71.57,PANTS
mens,apparel,113,PANTS
womens,apparel,58.95,SKIRT
mens,apparel,49.14,SHIRT
mens,apparel,49.14,SHIRT
mens,apparel,30.9,SHIRT
womens,apparel,77,SHORTS
womens,apparel,115,DRESS
mens,apparel,150,PANTS
mens,apparel,220,PANTS
mens,apparel,46,SHORTS
mens,apparel,186,PANTS
womens,apparel,26.29,PANTS
mens,apparel,49.5,OUTERWEAR
mens,apparel,109,PANTS
womens,apparel,123,SWIMWEAR
womens,apparel,123,SWIMWEAR
womens,apparel,88,SKIRT
womens,apparel,161,DRESS
womens,apparel,54.99,BLAZER
mens,apparel,31.99,SWEATER
womens,apparel,33.99,SWEATER
mens,apparel,39.99,OUTERWEAR
womens,apparel,186.96,DRESS
womens,apparel,67.99,DRESS
womens,apparel,27.99,SWEATER
mens,apparel,119,PANTS
mens,apparel,69.29,SHIRT
mens,apparel,39.99,SWEATER
womens,apparel,79,SHIRT
womens,apparel,159,PANTS
womens,apparel,82.06,PANTS
womens,apparel,44.4,DRESS
womens,apparel,98,PANTS
womens,apparel,69.14,SKIRT
womens,apparel,50.97,SHIRT
womens,apparel,50.97,SHIRT
mens,apparel,185.72,PANTS
mens,apparel,170,PANTS
mens,apparel,60.05,SHORTS
mens,apparel,200,PANTS
mens,apparel,154.8,PANTS
mens,apparel,166.23,PANTS
mens,apparel,180,PANTS
womens,apparel,152,PANTS
womens,apparel,108.85,PANTS
womens,apparel,87.06,PANTS
womens,apparel,28.99,SKIRT
womens,apparel,33.99,DRESS
womens,apparel,58.85,PANTS
womens,apparel,69.59,PANTS
mens,apparel,287.99,OUTERWEAR
mens,apparel,60.14,SHIRT
womens,apparel,64.99,PANTS
mens,apparel,185,PANTS
mens,apparel,101.03,PANTS
mens,apparel,111.06,PANTS
mens,apparel,106.01,PANTS
mens,apparel,110.26,PANTS
womens,apparel,19.99,SHORTS
womens,apparel,31.91,DRESS
womens,apparel,160,DRESS
womens,apparel,73.81,DRESS
mens,apparel,298,PANTS
mens,apparel,46.31,SHIRT
womens,apparel,51.75,SKIRT
womens,apparel,178,PANTS
womens,apparel,178,PANTS
womens,apparel,178,PANTS
mens,apparel,49.99,SHORTS
womens,apparel,84.99,SHORTS
womens,apparel,19,SHIRT
mens,apparel,44.98,SHIRT
womens,apparel,54,PANTS
mens,apparel,189,SHIRT
mens,apparel,189,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,395,BLAZER
mens,apparel,395,BLAZER
mens,apparel,395,BLAZER
mens,apparel,189,SHIRT
mens,apparel,189,SHIRT
mens,apparel,159,SHIRT
mens,apparel,159,SHIRT
mens,apparel,159,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,279.99,BLAZER
mens,apparel,279.99,BLAZER
mens,apparel,279.99,BLAZER
womens,apparel,70.46,PANTS
womens,apparel,105.79,PANTS
womens,apparel,117.99,PANTS
womens,apparel,89.22,PANTS
womens,apparel,103.01,PANTS
womens,apparel,47.99,DRESS
womens,apparel,102.51,PANTS
womens,apparel,49.5,DRESS
womens,apparel,96.24,PANTS
womens,apparel,101.9,PANTS
womens,apparel,116.23,PANTS
womens,apparel,79.85,PANTS
womens,apparel,47.99,SKIRT
womens,apparel,178,PANTS
womens,apparel,245,PANTS
womens,apparel,31.2,SHIRT
womens,apparel,15.6,SKIRT
womens,apparel,89,DRESS
womens,apparel,55.49,DRESS
womens,apparel,99,DRESS
womens,apparel,63.44,DRESS
womens,apparel,89,DRESS
womens,apparel,33.12,DRESS
womens,apparel,44,DRESS
womens,apparel,42,DRESS
mens,apparel,80.49,PANTS
womens,apparel,79.09,PANTS
womens,apparel,113.88,PANTS
womens,apparel,99.24,PANTS
womens,apparel,107.85,DRESS
womens,apparel,78,PANTS
womens,apparel,52.43,PANTS
womens,apparel,31.5,OUTERWEAR
womens,apparel,75,SHORTS
womens,apparel,198,PANTS
womens,apparel,39.77,SWEATER
womens,apparel,39.77,SWEATER
womens,apparel,178,PANTS
mens,apparel,42.99,OUTERWEAR
womens,apparel,77.99,OUTERWEAR
womens,apparel,59.99,DRESS
mens,apparel,159,PANTS
womens,apparel,198,PANTS
mens,apparel,159,PANTS
mens,apparel,159,PANTS
mens,apparel,169,PANTS
womens,apparel,75,PANTS
womens,apparel,90,PANTS
womens,apparel,75,PANTS
womens,apparel,24.86,PANTS
womens,apparel,49.99,DRESS
womens,apparel,97.5,OUTERWEAR
womens,apparel,97.5,OUTERWEAR
mens,apparel,82.5,SWIMWEAR
mens,apparel,82.5,SWIMWEAR
mens,apparel,82.5,SWIMWEAR
mens,apparel,117.14,PANTS
womens,apparel,58,SHIRT
womens,apparel,23.4,SHIRT
womens,apparel,38.4,DRESS
womens,apparel,31.49,SHIRT
womens,apparel,31.49,SHIRT
womens,apparel,154.75,PANTS
womens,apparel,68.4,SHIRT
womens,apparel,198,SKIRT
womens,apparel,198,SKIRT
womens,apparel,41.4,SHIRT
womens,apparel,39.76,SHIRT
womens,apparel,74.28,SWEATER
womens,apparel,50.55,DRESS
womens,apparel,60.69,PANTS
womens,apparel,112.18,PANTS
womens,apparel,63.93,DRESS
womens,apparel,34.03,SHIRT
mens,apparel,148,PANTS
mens,apparel,148,PANTS
mens,apparel,148,PANTS
mens,apparel,148,PANTS
mens,apparel,148,PANTS
womens,apparel,70.5,SHIRT
womens,apparel,90.86,DRESS
womens,apparel,70.66,DRESS
womens,apparel,89,DRESS
womens,apparel,34.28,DRESS
womens,apparel,79,SWEATER
womens,apparel,56.7,DRESS
womens,apparel,36.09,SHIRT
mens,apparel,110,SHIRT
mens,apparel,110,SHIRT
mens,apparel,110,SHIRT
mens,apparel,61.86,SWIMWEAR
mens,apparel,398,OUTERWEAR
mens,apparel,148,SWEATER
mens,apparel,36.39,SHIRT
mens,apparel,69,SHIRT
mens,apparel,68,SHIRT
mens,apparel,68,SHIRT
mens,apparel,68,SHIRT
mens,apparel,59,SHIRT
womens,apparel,59.4,SWEATER
womens,apparel,50.45,PANTS
womens,apparel,74.6,SHIRT
womens,apparel,39.62,SWEATER
womens,apparel,16.53,SHIRT
womens,apparel,23.7,SHORTS
womens,apparel,30.99,SWIMWEAR
womens,apparel,39.99,SWIMWEAR
womens,apparel,37.53,PANTS
womens,apparel,43.26,OUTERWEAR
womens,apparel,59.99,PANTS
womens,apparel,24.07,PANTS
mens,apparel,35.43,PANTS
womens,apparel,84,DRESS
womens,apparel,86,DRESS
womens,apparel,64.99,DRESS
womens,apparel,99.5,DRESS
womens,apparel,148,DRESS
womens,apparel,117.99,DRESS
womens,apparel,98.37,SWIMWEAR
womens,apparel,26.18,SHIRT
womens,apparel,17.69,SHIRT
womens,apparel,19.61,SHIRT
womens,apparel,30.99,DRESS
womens,apparel,24.13,SWEATER
womens,apparel,19.61,DRESS
womens,apparel,20.27,DRESS
womens,apparel,42.93,DRESS
womens,apparel,39.99,DRESS
mens,apparel,142.49,PANTS
mens,apparel,45.99,OUTERWEAR
womens,apparel,195,SWIMWEAR
womens,apparel,255,SWIMWEAR
womens,apparel,206.25,SWIMWEAR
womens,apparel,180,SWIMWEAR
womens,apparel,296.25,PANTS
womens,apparel,165,SWIMWEAR
womens,apparel,180,SWIMWEAR
womens,apparel,187.5,SWIMWEAR
womens,apparel,180,SWIMWEAR
womens,apparel,258.75,SWIMWEAR
womens,apparel,289.99,SWIMWEAR
womens,apparel,270,SWIMWEAR
womens,apparel,310,DRESS
womens,apparel,206.25,SWIMWEAR
womens,apparel,183.75,SWIMWEAR
womens,apparel,172.5,SWIMWEAR
womens,apparel,172.5,SWIMWEAR
womens,apparel,273.75,SWIMWEAR
womens,apparel,266.25,PANTS
womens,apparel,365,DRESS
womens,apparel,59.4,SHORTS
womens,apparel,59.4,SKIRT
womens,apparel,85.2,SHIRT
womens,apparel,98.4,SHIRT
womens,apparel,111.6,SHIRT
womens,apparel,85.2,SHIRT
womens,apparel,88.5,SKIRT
womens,apparel,199,PANTS
womens,apparel,35,SWEATER
womens,apparel,47.4,SHIRT
mens,apparel,68.43,SHORTS
womens,apparel,206,DRESS
womens,apparel,280,DRESS
womens,apparel,72.97,DRESS
womens,apparel,128,DRESS
womens,apparel,172,DRESS
womens,apparel,172,PANTS
womens,apparel,68,PANTS
womens,apparel,68,PANTS
womens,apparel,69.14,DRESS
womens,apparel,33.33,DRESS
