Department,ProductGroup,Price,Type
mens,apparel,140,OUTERWEAR
womens,apparel,154,OUTERWEAR
womens,apparel,154,OUTERWEAR
mens,apparel,55.99,PANTS
mens,apparel,99,PANTS
womens,apparel,198,PANTS
womens,apparel,101.4,DRESS
womens,apparel,49.99,DRESS
womens,apparel,88,PANTS
mens,apparel,49,SHIRT
mens,apparel,70,SHIRT
mens,apparel,70,SHIRT
mens,apparel,70,SHIRT
mens,apparel,70,SHIRT
mens,apparel,49,SWEATER
womens,apparel,101.03,PANTS
womens,apparel,469.83,DRESS
mens,apparel,98,SWEATER
mens,apparel,98,SWEATER
mens,apparel,98,SWEATER
mens,apparel,225,PANTS
womens,apparel,52.41,SHIRT
mens,apparel,40,SHIRT
mens,apparel,70,SHIRT
womens,apparel,74.01,OUTERWEAR
womens,apparel,44.64,OUTERWEAR
mens,apparel,62,OUTERWEAR
mens,apparel,40,OUTERWEAR
womens,apparel,98.97,PANTS
womens,apparel,128,SHORTS
womens,apparel,128,SHORTS
womens,apparel,98.98,PANTS
womens,apparel,189,OUTERWEAR
womens,apparel,98.97,PANTS
womens,apparel,152,PANTS
womens,apparel,154,SHORTS
womens,apparel,165,SHORTS
womens,apparel,78.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,118,PANTS
womens,apparel,248,PANTS
womens,apparel,328,PANTS
womens,apparel,40.7,DRESS
womens,apparel,41.99,DRESS
womens,apparel,79,SWEATER
womens,apparel,93,SWIMWEAR
mens,apparel,108,PANTS
mens,apparel,88,SHIRT
mens,apparel,68,SHIRT
mens,apparel,88,SHIRT
mens,apparel,68,SHIRT
mens,apparel,98,SHORTS
mens,apparel,98,SHORTS
mens,apparel,108,PANTS
mens,apparel,108,PANTS
mens,apparel,108,PANTS
mens,apparel,108,PANTS
mens,apparel,118,PANTS
mens,apparel,118,OUTERWEAR
mens,apparel,118,OUTERWEAR
womens,apparel,54,SKIRT
womens,apparel,98.4,DRESS
womens,apparel,128,DRESS
womens,apparel,69,PANTS
womens,apparel,89,PANTS
mens,apparel,98,PANTS
mens,apparel,98,PANTS
mens,apparel,98,PANTS
mens,apparel,84,SHORTS
mens,apparel,84,SHORTS
mens,apparel,84,SHORTS
mens,apparel,68,SHIRT
mens,apparel,98,SHIRT
mens,apparel,68,SHIRT
mens,apparel,68,SHIRT
mens,apparel,68,SHIRT
womens,apparel,98.97,PANTS
mens,apparel,99,OUTERWEAR
womens,apparel,48,SHIRT
womens,apparel,55.7,SHIRT
womens,apparel,50.31,SHIRT
womens,apparel,64,SHIRT
womens,apparel,74,SHIRT
womens,apparel,72.4,SHIRT
womens,apparel,89.9,SWEATER
mens,apparel,49.95,OUTERWEAR
mens,apparel,49.95,OUTERWEAR
womens,apparel,79,PANTS
womens,apparel,34.68,SHIRT
womens,apparel,92,DRESS
womens,apparel,64,SHIRT
womens,apparel,57.62,PANTS
womens,apparel,69.14,BLAZER
womens,apparel,26.09,SHIRT
womens,apparel,28.76,SWEATER
womens,apparel,28.76,SWEATER
mens,apparel,57.1,PANTS
mens,apparel,135.12,PANTS
mens,apparel,405,SHIRT
womens,apparel,69,SHIRT
mens,apparel,110,SHIRT
womens,apparel,75,SHIRT
womens,apparel,78.8,PANTS
womens,apparel,164,PANTS
womens,apparel,298,DRESS
womens,apparel,73.99,DRESS
womens,apparel,228,PANTS
womens,apparel,148,SKIRT
mens,apparel,50,SWIMWEAR
womens,apparel,67.88,BLAZER
womens,apparel,89,DRESS
mens,apparel,49.95,SWEATER
mens,apparel,49.95,SWEATER
mens,apparel,65.99,OUTERWEAR
mens,apparel,65.99,OUTERWEAR
womens,apparel,48.25,SWEATER
womens,apparel,41.25,SWEATER
mens,apparel,58.17,SWEATER
mens,apparel,43.06,PANTS
mens,apparel,95,PANTS
womens,apparel,59.99,DRESS
mens,apparel,240,OUTERWEAR
mens,apparel,130,SHIRT
mens,apparel,140,SHIRT
mens,apparel,220,SHIRT
mens,apparel,150,SHIRT
mens,apparel,195,SHIRT
mens,apparel,120,SHIRT
mens,apparel,120,SHIRT
mens,apparel,130,SHIRT
mens,apparel,120,SHIRT
mens,apparel,120,SHIRT
mens,apparel,110,SHIRT
mens,apparel,140,SHIRT
mens,apparel,110,SHIRT
mens,apparel,175,SWEATER
mens,apparel,175,SWEATER
mens,apparel,350,OUTERWEAR
mens,apparel,350,OUTERWEAR
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,59,SHIRT
mens,apparel,41.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,63.2,SWEATER
mens,apparel,47.4,SHIRT
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,135,SUIT
womens,apparel,98.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,98.97,PANTS
womens,apparel,189,PANTS
womens,apparel,176,PANTS
mens,apparel,89.5,SHIRT
womens,apparel,120.53,DRESS
womens,apparel,268,DRESS
womens,apparel,51.2,DRESS
womens,apparel,46,SHIRT
womens,apparel,99,DRESS
womens,apparel,83.99,DRESS
mens,apparel,69.99,PANTS
mens,apparel,79.95,PANTS
womens,apparel,149,SWEATER
womens,apparel,109,SWEATER
womens,apparel,545,DRESS
womens,apparel,350.97,DRESS
womens,apparel,78,DRESS
womens,apparel,61,SWEATER
mens,apparel,46.99,OUTERWEAR
womens,apparel,36.71,DRESS
womens,apparel,178,SHIRT
womens,apparel,178,SHIRT
womens,apparel,298,BLAZER
womens,apparel,72.36,SHIRT
womens,apparel,198,SKIRT
womens,apparel,48,SHIRT
womens,apparel,71.2,SHIRT
womens,apparel,96.92,SHIRT
womens,apparel,121.3,SHIRT
womens,apparel,53.48,SKIRT
womens,apparel,158,SKIRT
womens,apparel,61.86,SWIMWEAR
mens,apparel,174.92,BLAZER
mens,apparel,34.99,SHIRT
womens,apparel,68,DRESS
womens,apparel,125.3,PANTS
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
mens,apparel,48.75,SWIMWEAR
womens,apparel,55.17,OUTERWEAR
womens,apparel,59.99,OUTERWEAR
womens,apparel,129.99,DRESS
womens,apparel,190,PANTS
womens,apparel,158.4,OUTERWEAR
womens,apparel,268,SHIRT
womens,apparel,265,SHIRT
womens,apparel,39.99,PANTS
womens,apparel,39.99,PANTS
womens,apparel,86.97,DRESS
mens,apparel,98,PANTS
mens,apparel,108.78,PANTS
womens,apparel,69,PANTS
womens,apparel,69,PANTS
mens,apparel,48.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,48.99,OUTERWEAR
womens,apparel,42.99,DRESS
womens,apparel,71.2,BLAZER
womens,apparel,198,SWEATER
womens,apparel,38.99,DRESS
womens,apparel,48.96,SHIRT
womens,apparel,30.43,DRESS
womens,apparel,32.83,DRESS
womens,apparel,32.83,DRESS
womens,apparel,46.56,PANTS
womens,apparel,46.56,PANTS
mens,apparel,168,PANTS
womens,apparel,43.99,DRESS
mens,apparel,150,PANTS
mens,apparel,250,OUTERWEAR
mens,apparel,140,SWEATER
mens,apparel,140,SHIRT
mens,apparel,120,SWEATER
mens,apparel,110,SWEATER
mens,apparel,50,SHIRT
mens,apparel,50,SHIRT
mens,apparel,55,SHIRT
mens,apparel,50,SHIRT
mens,apparel,50,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,230,PANTS
mens,apparel,25.99,SWEATER
womens,apparel,119.14,BLAZER
womens,apparel,69.99,DRESS
womens,apparel,49,PANTS
womens,apparel,29.99,SKIRT
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
womens,apparel,228,DRESS
womens,apparel,27.6,DRESS
womens,apparel,43.6,OUTERWEAR
mens,apparel,42.99,OUTERWEAR
mens,apparel,59.99,OUTERWEAR
womens,apparel,55,SHIRT
womens,apparel,59.4,BLAZER
womens,apparel,160,PANTS
mens,apparel,350,SUIT
womens,apparel,89.16,DRESS
womens,apparel,84.99,DRESS
womens,apparel,148,DRESS
womens,apparel,138,DRESS
womens,apparel,64.11,DRESS
womens,apparel,52.65,DRESS
mens,apparel,40.36,PANTS
womens,apparel,40.72,DRESS
womens,apparel,168,DRESS
womens,apparel,168,DRESS
mens,apparel,165,PANTS
womens,apparel,41.42,DRESS
womens,apparel,39.77,DRESS
mens,apparel,52.75,SHIRT
womens,apparel,69,PANTS
mens,apparel,75.62,SWIMWEAR
womens,apparel,224,PANTS
mens,apparel,215,PANTS
womens,apparel,60,SHIRT
womens,apparel,216,DRESS
womens,apparel,79.95,DRESS
womens,apparel,38.99,DRESS
womens,apparel,62,SHIRT
womens,apparel,153.06,PANTS
womens,apparel,60,SHIRT
womens,apparel,38.4,DRESS
womens,apparel,38.67,SHIRT
womens,apparel,150,PANTS
womens,apparel,172,PANTS
womens,apparel,172,PANTS
womens,apparel,176,PANTS
womens,apparel,176,PANTS
womens,apparel,90.86,SHORTS
womens,apparel,138.6,PANTS
womens,apparel,137.32,PANTS
womens,apparel,99,PANTS
womens,apparel,41,DRESS
womens,apparel,39,SHIRT
womens,apparel,39,SHIRT
womens,apparel,39,SHIRT
womens,apparel,39,SHIRT
mens,apparel,97.5,SHIRT
womens,apparel,65.63,OUTERWEAR
womens,apparel,46.52,OUTERWEAR
womens,apparel,139,PANTS
womens,apparel,168,PANTS
womens,apparel,168,PANTS
womens,apparel,104.6,PANTS
mens,apparel,39.99,PANTS
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,49.99,OUTERWEAR
mens,apparel,97.16,PANTS
mens,apparel,63.74,PANTS
mens,apparel,60.99,PANTS
mens,apparel,369.5,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,95,OUTERWEAR
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
mens,apparel,20.85,SHIRT
womens,apparel,58,SHIRT
womens,apparel,58,SHIRT
womens,apparel,158,PANTS
womens,apparel,149.7,OUTERWEAR
womens,apparel,87.6,OUTERWEAR
womens,apparel,87.6,OUTERWEAR
womens,apparel,74.84,OUTERWEAR
womens,apparel,92.53,OUTERWEAR
womens,apparel,29.99,PANTS
womens,apparel,58,PANTS
womens,apparel,68,PANTS
womens,apparel,78,SHIRT
womens,apparel,31.47,DRESS
womens,apparel,168,DRESS
womens,apparel,118,PANTS
womens,apparel,101.03,PANTS
womens,apparel,165,PANTS
womens,apparel,165,PANTS
womens,apparel,46,SWEATER
mens,apparel,52,SWEATER
mens,apparel,225,PANTS
mens,apparel,95,SHIRT
mens,apparel,95,SHIRT
mens,apparel,225,PANTS
mens,apparel,225,PANTS
mens,apparel,225,PANTS
womens,apparel,138,PANTS
womens,apparel,89,PANTS
mens,apparel,111.6,OUTERWEAR
mens,apparel,39.19,PANTS
mens,apparel,69.5,PANTS
mens,apparel,173.41,SUIT
mens,apparel,55.2,PANTS
womens,apparel,75,PANTS
womens,apparel,57.55,PANTS
womens,apparel,158,PANTS
womens,apparel,141.6,SWIMWEAR
womens,apparel,26.41,DRESS
womens,apparel,268,SHIRT
womens,apparel,268,SHIRT
womens,apparel,38.4,DRESS
womens,apparel,64.05,PANTS
mens,apparel,39,SHORTS
mens,apparel,39,SHORTS
mens,apparel,53.4,PANTS
mens,apparel,80,SHORTS
womens,apparel,42,PANTS
womens,apparel,29.99,PANTS
womens,apparel,58,PANTS
womens,apparel,139,SHORTS
womens,apparel,26.09,SHIRT
womens,apparel,26.09,SHIRT
mens,apparel,95,SHIRT
mens,apparel,28.44,SHORTS
mens,apparel,215,PANTS
mens,apparel,186.45,PANTS
mens,apparel,47.4,SHIRT
mens,apparel,166.12,PANTS
mens,apparel,135,OUTERWEAR
mens,apparel,132.68,SHIRT
mens,apparel,41.4,SHIRT
mens,apparel,41.4,SHIRT
mens,apparel,178,PANTS
womens,apparel,83,PANTS
mens,apparel,225,PANTS
mens,apparel,123.46,SHIRT
mens,apparel,97.38,SHIRT
womens,apparel,49,SHIRT
mens,apparel,150,PANTS
mens,apparel,150,PANTS
mens,apparel,130.26,PANTS
mens,apparel,180,PANTS
mens,apparel,155,PANTS
mens,apparel,155,PANTS
mens,apparel,165,PANTS
mens,apparel,190,PANTS
mens,apparel,140,PANTS
mens,apparel,190,PANTS
mens,apparel,140,PANTS
mens,apparel,225,BLAZER
mens,apparel,158,PANTS
mens,apparel,170,PANTS
mens,apparel,200.39,BLAZER
mens,apparel,115,SHIRT
mens,apparel,198,OUTERWEAR
mens,apparel,395,BLAZER
mens,apparel,325,BLAZER
mens,apparel,325,BLAZER
womens,apparel,180,DRESS
mens,apparel,225,BLAZER
mens,apparel,89.99,PANTS
mens,apparel,53.05,SHIRT
womens,apparel,55,SHIRT
womens,apparel,68,SHIRT
womens,apparel,53.99,SHIRT
womens,apparel,67.99,DRESS
womens,apparel,54.9,PANTS
mens,apparel,81.58,PANTS
mens,apparel,80.55,PANTS
mens,apparel,71.58,PANTS
mens,apparel,101.03,PANTS
mens,apparel,115,SHIRT
mens,apparel,89,PANTS
mens,apparel,99,PANTS
mens,apparel,99,PANTS
mens,apparel,79,SHORTS
mens,apparel,37,SHORTS
mens,apparel,79,SHORTS
mens,apparel,69,SHORTS
mens,apparel,69,SHIRT
mens,apparel,32,SHORTS
mens,apparel,35,SHIRT
womens,apparel,188,DRESS
womens,apparel,168,SHIRT
mens,apparel,185.79,PANTS
mens,apparel,91.21,SHORTS
mens,apparel,104.03,PANTS
mens,apparel,110.47,SHORTS
mens,apparel,113.32,PANTS
mens,apparel,44,SHIRT
womens,apparel,191.99,DRESS
womens,apparel,66.99,OUTERWEAR
womens,apparel,64.99,OUTERWEAR
womens,apparel,154.49,PANTS
womens,apparel,57.62,DRESS
womens,apparel,57.62,DRESS
mens,apparel,49.99,SWEATER
mens,apparel,49,SHIRT
mens,apparel,40.98,SHIRT
womens,apparel,188.99,PANTS
mens,apparel,190,PANTS
mens,apparel,210,PANTS
mens,apparel,150.44,PANTS
womens,apparel,198,PANTS
womens,apparel,176,DRESS
womens,apparel,152,SHIRT
womens,apparel,212,DRESS
mens,apparel,198,PANTS
mens,apparel,25,PANTS
womens,apparel,71.98,DRESS
womens,apparel,43.99,DRESS
womens,apparel,77.84,SHORTS
womens,apparel,49.5,PANTS
womens,apparel,178,PANTS
womens,apparel,48.99,OUTERWEAR
womens,apparel,89,DRESS
womens,apparel,36.09,SHIRT
womens,apparel,98,PANTS
mens,apparel,149.99,BLAZER
mens,apparel,149.99,BLAZER
womens,apparel,110,SWEATER
womens,apparel,31.47,SWEATER
womens,apparel,94.5,PANTS
womens,apparel,189,PANTS
mens,apparel,96,OUTERWEAR
mens,apparel,96,OUTERWEAR
mens,apparel,96,OUTERWEAR
mens,apparel,36.95,SUIT
mens,apparel,36.95,SUIT
mens,apparel,36.95,SUIT
mens,apparel,49.95,PANTS
womens,apparel,54,OUTERWEAR
womens,apparel,54,OUTERWEAR
womens,apparel,54,OUTERWEAR
mens,apparel,96,OUTERWEAR
womens,apparel,96,OUTERWEAR
womens,apparel,96,OUTERWEAR
mens,apparel,36,SHIRT
mens,apparel,36,SHIRT
womens,apparel,41.08,SWEATER
womens,apparel,41.4,DRESS
mens,apparel,44.98,SHIRT
mens,apparel,348.59,OUTERWEAR
mens,apparel,55,SHIRT
mens,apparel,79.9,SHIRT
mens,apparel,182.39,PANTS
mens,apparel,248,PANTS
mens,apparel,198,PANTS
womens,apparel,33.33,SHIRT
mens,apparel,62.92,SHORTS
mens,apparel,79,SHORTS
mens,apparel,129,PANTS
mens,apparel,116.37,PANTS
mens,apparel,159,PANTS
mens,apparel,134.99,SHIRT
mens,apparel,100,OUTERWEAR
mens,apparel,148.85,OUTERWEAR
womens,apparel,32.4,DRESS
mens,apparel,52.38,SWEATER
mens,apparel,45.12,SHIRT
mens,apparel,112.24,PANTS
mens,apparel,129,PANTS
mens,apparel,44,SHIRT
mens,apparel,99,PANTS
mens,apparel,109,PANTS
mens,apparel,139,OUTERWEAR
mens,apparel,36.21,SHIRT
mens,apparel,157.48,PANTS
mens,apparel,93.45,PANTS
mens,apparel,89,SHORTS
mens,apparel,42.41,SWIMWEAR
mens,apparel,30.22,SWIMWEAR
mens,apparel,69.5,PANTS
mens,apparel,31.99,PANTS
mens,apparel,69.5,PANTS
mens,apparel,129.33,PANTS
womens,apparel,66,SHIRT
womens,apparel,62.99,OUTERWEAR
mens,apparel,33.99,PANTS
mens,apparel,31.99,SWEATER
womens,apparel,54.99,BLAZER
mens,apparel,47.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,53.4,SHIRT
mens,apparel,95,SHIRT
womens,apparel,328,BLAZER
womens,apparel,368,DRESS
womens,apparel,99,PANTS
womens,apparel,36.99,SWIMWEAR
womens,apparel,23.7,SHORTS
womens,apparel,39.99,SHORTS
womens,apparel,60.56,PANTS
mens,apparel,41.4,SHIRT
mens,apparel,58.8,SHIRT
mens,apparel,53.4,SWEATER
womens,apparel,56.06,SHIRT
womens,apparel,52.06,DRESS
womens,apparel,52.06,DRESS
womens,apparel,317.58,OUTERWEAR
womens,apparel,517.04,OUTERWEAR
womens,apparel,108,SKIRT
womens,apparel,64,SHIRT
mens,apparel,168,SHIRT
womens,apparel,41.99,OUTERWEAR
womens,apparel,32.99,SHIRT
womens,apparel,57.78,DRESS
womens,apparel,150,PANTS
womens,apparel,47.2,PANTS
mens,apparel,54.27,SHIRT
mens,apparel,55,SHIRT
womens,apparel,228,PANTS
womens,apparel,103,PANTS
womens,apparel,168,PANTS
womens,apparel,99.5,PANTS
mens,apparel,376.99,OUTERWEAR
mens,apparel,110,SHIRT
mens,apparel,150,SHIRT
mens,apparel,70,SHIRT
mens,apparel,140,SWEATER
mens,apparel,130,PANTS
mens,apparel,120,SWEATER
mens,apparel,120,SWEATER
mens,apparel,50,SHIRT
mens,apparel,170,SWEATER
mens,apparel,170,SWEATER
mens,apparel,200,SHIRT
mens,apparel,250,PANTS
womens,apparel,100.23,PANTS
womens,apparel,78.32,PANTS
womens,apparel,298,PANTS
womens,apparel,590,DRESS
mens,apparel,49.99,OUTERWEAR
mens,apparel,30.79,OUTERWEAR
mens,apparel,31.02,PANTS
mens,apparel,53.99,OUTERWEAR
mens,apparel,47.99,SHORTS
womens,apparel,28.76,OUTERWEAR
mens,apparel,49.99,SHIRT
mens,apparel,41.99,SHIRT
mens,apparel,41.99,SHIRT
womens,apparel,176,PANTS
mens,apparel,32.01,PANTS
mens,apparel,49.99,PANTS
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
mens,apparel,39.95,SWEATER
womens,apparel,65.61,DRESS
mens,apparel,69.5,SWEATER
mens,apparel,69.5,SWEATER
mens,apparel,84.5,SHIRT
womens,apparel,63.2,DRESS
womens,apparel,30.26,SKIRT
womens,apparel,108,OUTERWEAR
mens,apparel,39.99,SHIRT
womens,apparel,59,PANTS
womens,apparel,69,PANTS
womens,apparel,79,PANTS
womens,apparel,634,OUTERWEAR
womens,apparel,132.26,DRESS
womens,apparel,75,PANTS
womens,apparel,67.99,SWEATER
womens,apparel,29.39,SHIRT
womens,apparel,29.39,SHIRT
womens,apparel,39.99,DRESS
mens,apparel,98,SHIRT
mens,apparel,128,SHIRT
mens,apparel,498,BLAZER
mens,apparel,198,SUIT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,69.5,SHIRT
mens,apparel,598,BLAZER
womens,apparel,348,PANTS
womens,apparel,47.99,DRESS
womens,apparel,118,PANTS
womens,apparel,127.5,DRESS
mens,apparel,99,PANTS
womens,apparel,99,PANTS
womens,apparel,172,PANTS
womens,apparel,168,PANTS
womens,apparel,399,OUTERWEAR
womens,apparel,345,OUTERWEAR
womens,apparel,64.6,PANTS
mens,apparel,215,PANTS
mens,apparel,188,PANTS
mens,apparel,177.83,PANTS
mens,apparel,180.61,PANTS
mens,apparel,49.93,PANTS
mens,apparel,55.44,PANTS
womens,apparel,98,PANTS
mens,apparel,137.79,PANTS
mens,apparel,112.29,PANTS
mens,apparel,215,PANTS
mens,apparel,134.25,PANTS
mens,apparel,134.25,PANTS
mens,apparel,165,PANTS
mens,apparel,165,PANTS
mens,apparel,38.4,SWEATER
mens,apparel,88,SHIRT
mens,apparel,88,SHIRT
mens,apparel,60.39,SHIRT
mens,apparel,66.51,SHIRT
mens,apparel,75.97,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,78,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,55,SHIRT
mens,apparel,54.27,SHIRT
mens,apparel,55,SHIRT
mens,apparel,49.2,SHIRT
mens,apparel,43.26,SHIRT
mens,apparel,30.05,SHIRT
mens,apparel,95,SHIRT
mens,apparel,220,OUTERWEAR
mens,apparel,190,SWEATER
mens,apparel,124.01,PANTS
mens,apparel,163.29,PANTS
mens,apparel,250,SUIT
mens,apparel,130,PANTS
mens,apparel,130,PANTS
mens,apparel,50,SHIRT
mens,apparel,42.75,SHIRT
womens,apparel,66.97,PANTS
mens,apparel,195,PANTS
womens,apparel,44.09,OUTERWEAR
womens,apparel,39.87,PANTS
womens,apparel,39.99,SHIRT
womens,apparel,118,DRESS
womens,apparel,49.9,DRESS
womens,apparel,33.99,DRESS
womens,apparel,101.06,PANTS
mens,apparel,139.97,OUTERWEAR
mens,apparel,131.91,PANTS
mens,apparel,198,PANTS
mens,apparel,198,PANTS
mens,apparel,208,PANTS
mens,apparel,77.27,PANTS
mens,apparel,159.59,PANTS
womens,apparel,73.95,DRESS
womens,apparel,79.99,DRESS
womens,apparel,117.39,PANTS
womens,apparel,119.43,PANTS
mens,apparel,140,OUTERWEAR
womens,apparel,55,SHIRT
womens,apparel,88,SHIRT
womens,apparel,53,SHIRT
womens,apparel,75,SHIRT
womens,apparel,75,SHIRT
mens,apparel,199.99,BLAZER
mens,apparel,199.99,BLAZER
mens,apparel,179.99,BLAZER
mens,apparel,179.99,BLAZER
mens,apparel,199.99,BLAZER
womens,apparel,39.99,DRESS
mens,apparel,89.52,SWEATER
mens,apparel,168,SHIRT
mens,apparel,298,OUTERWEAR
mens,apparel,35.74,SWIMWEAR
mens,apparel,33.66,SWIMWEAR
womens,apparel,118,DRESS
womens,apparel,52.99,OUTERWEAR
womens,apparel,148,SHIRT
womens,apparel,59.99,DRESS
womens,apparel,92,SHIRT
womens,apparel,68,SHIRT
womens,apparel,95.4,PANTS
womens,apparel,326.25,BLAZER
womens,apparel,326.25,BLAZER
womens,apparel,326.25,BLAZER
womens,apparel,31.6,SHIRT
mens,apparel,39.6,SHORTS
mens,apparel,37.48,SHORTS
mens,apparel,40,SHIRT
womens,apparel,168,DRESS
womens,apparel,27.5,DRESS
mens,apparel,116.9,PANTS
womens,apparel,125.3,PANTS
womens,apparel,96.21,DRESS
womens,apparel,102.63,DRESS
mens,apparel,122.59,PANTS
womens,apparel,77.62,SHIRT
womens,apparel,393.92,OUTERWEAR
mens,apparel,96.67,PANTS
womens,apparel,222.79,SHIRT
mens,apparel,44.26,SHIRT
womens,apparel,322.75,DRESS
womens,apparel,235,SHIRT
womens,apparel,172.59,SHIRT
womens,apparel,295,PANTS
womens,apparel,178.24,DRESS
womens,apparel,169,PANTS
womens,apparel,179,PANTS
womens,apparel,100.87,SHIRT
womens,apparel,209,PANTS
womens,apparel,202,DRESS
womens,apparel,202,DRESS
womens,apparel,289,PANTS
womens,apparel,105.44,SWEATER
womens,apparel,110.75,PANTS
womens,apparel,199,PANTS
womens,apparel,98.45,SHIRT
womens,apparel,81.42,PANTS
womens,apparel,37.49,SWIMWEAR
womens,apparel,57.97,SWIMWEAR
womens,apparel,56.41,SWIMWEAR
womens,apparel,65.14,SWIMWEAR
womens,apparel,82.5,SWIMWEAR
womens,apparel,53.84,SWIMWEAR
womens,apparel,275,DRESS
womens,apparel,82.76,SWIMWEAR
womens,apparel,92,SWIMWEAR
mens,apparel,119,PANTS
mens,apparel,71.57,PANTS
mens,apparel,113,PANTS
womens,apparel,368,DRESS
womens,apparel,398,DRESS
womens,apparel,58.79,SKIRT
mens,apparel,46.18,SHIRT
mens,apparel,49.14,SHIRT
mens,apparel,34.27,SHIRT
womens,apparel,77,SHORTS
womens,apparel,115,DRESS
mens,apparel,150,PANTS
mens,apparel,220,PANTS
mens,apparel,46,SHORTS
mens,apparel,186,PANTS
mens,apparel,49.5,OUTERWEAR
mens,apparel,109,PANTS
womens,apparel,123,SWIMWEAR
womens,apparel,123,SWIMWEAR
womens,apparel,88,SKIRT
womens,apparel,161,DRESS
womens,apparel,54.99,BLAZER
mens,apparel,31.99,SWEATER
womens,apparel,33.99,SWEATER
mens,apparel,39.99,OUTERWEAR
womens,apparel,267.73,DRESS
womens,apparel,67.99,DRESS
womens,apparel,27.99,SWEATER
mens,apparel,119,PANTS
mens,apparel,66.3,SHIRT
womens,apparel,79,SHIRT
womens,apparel,159,PANTS
womens,apparel,44.4,DRESS
womens,apparel,98,PANTS
womens,apparel,69.14,SKIRT
mens,apparel,185.72,PANTS
mens,apparel,170,PANTS
mens,apparel,78.76,SHORTS
mens,apparel,200,PANTS
mens,apparel,179.32,PANTS
mens,apparel,166.23,PANTS
mens,apparel,180,PANTS
womens,apparel,152,PANTS
womens,apparel,98.16,PANTS
womens,apparel,100.42,PANTS
womens,apparel,28.99,SKIRT
womens,apparel,28.99,SKIRT
womens,apparel,33.99,DRESS
womens,apparel,61.48,PANTS
womens,apparel,86.13,PANTS
mens,apparel,287.99,OUTERWEAR
mens,apparel,69.3,SHIRT
womens,apparel,44.4,SHORTS
womens,apparel,64.99,PANTS
mens,apparel,185,PANTS
mens,apparel,101.03,PANTS
mens,apparel,200,PANTS
mens,apparel,164.53,PANTS
mens,apparel,116.49,PANTS
mens,apparel,29.99,SHIRT
womens,apparel,34.08,DRESS
womens,apparel,160,DRESS
womens,apparel,79.46,DRESS
mens,apparel,298,PANTS
mens,apparel,66.31,SHIRT
womens,apparel,69,SKIRT
womens,apparel,178,PANTS
womens,apparel,146.5,PANTS
womens,apparel,178,PANTS
womens,apparel,18.34,SHIRT
mens,apparel,44.98,SHIRT
mens,apparel,49.98,SHIRT
mens,apparel,49.98,SHIRT
mens,apparel,44.98,SHIRT
womens,apparel,54,PANTS
womens,apparel,107.12,SWIMWEAR
mens,apparel,189,SHIRT
mens,apparel,189,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,129,SHIRT
mens,apparel,395,BLAZER
mens,apparel,395,BLAZER
mens,apparel,395,BLAZER
mens,apparel,189,SHIRT
mens,apparel,189,SHIRT
mens,apparel,159,SHIRT
mens,apparel,159,SHIRT
mens,apparel,159,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,99,SHIRT
mens,apparel,279.99,BLAZER
mens,apparel,279.99,BLAZER
mens,apparel,279.99,BLAZER
womens,apparel,96.59,PANTS
womens,apparel,76.92,PANTS
womens,apparel,100.3,PANTS
womens,apparel,139.99,PANTS
womens,apparel,105.69,PANTS
womens,apparel,102.92,PANTS
womens,apparel,119,DRESS
womens,apparel,59.5,DRESS
womens,apparel,45.68,DRESS
womens,apparel,110,PANTS
